lcs_id,lcs_description,s5_type,s5_id,s5_latitude,s5_longitude,lcs_latitude,lcs_longitude,lcs_date,lcs_time,usable_length_bin_minutes,usable_length_bin_seconds,usable_length_bin_frames_at_30fps,usable_length_all_minutes,usable_length_all_seconds,usable_length_all_frames_at_30fps,onemin_offset_bin_minutes,onemin_offset_bin_seconds,onemin_offset_bin_frames_at_30fps,insitu_spl_full_L,insitu_spl_full_R,insitu_spl_full_LR_eavg,insitu_spl_full_GRAS146AE,insitu_spl_1min_L,insitu_spl_1min_R,insitu_spl_1min_LR_eavg,insitu_spl_1min_GRAS146AE,gain_at_insitu_spl_LR,gain_at_insitu_spl_GRAS146E,link_full_youtube,link_full_insta360,link_full_sqobold_all,link_full_sqobold_bin,link_full_sqobold_spl,link_full_zylia_19ch_part01,link_full_zylia_19ch_part02,link_full_zylia_02ch,link_1min_youtube,link_1min_insta360,link_1min_sqobold_all,link_1min_sqobold_bin,link_1min_sqobold_spl,link_1min_zylia_19ch,link_1min_zylia_02ch
S0021,Handy Road (Opposite Plaza Singapura Shopping Mall),C&R,2,1.300102657,103.8459222,1.2997473,103.8459958,20221205,1621,32,19,17,15,14,11,8,31,0,75.17,74.69,74.93662807,71.52,75.18,74.7,74.94663,71.49,5.666104,3.807201,https://youtu.be/lF19TyOE2KA,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111171?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110478?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111199?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111200?gbrecs=true,https://youtu.be/bgN1w76V_T4,https://researchdata.ntu.edu.sg/api/access/datafile/111056?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111351?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110147?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110146?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110346?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110216?gbrecs=true
S0022,Opposite Clarke Quay Shopping Mall,F&E,2,1.291598203,103.84653,1.2901590,103.8474086,20221205,1854,30,2,18,30,2,18,27,43,0,63.61,64.2,63.91501143,60.5,65.37,67.47,66.54571,62.91,7.001863,4.655055,https://youtu.be/3P_pgt7EIAw,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111180?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110480?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111178?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111191?gbrecs=true,https://youtu.be/yAwNMTMUe-c,https://researchdata.ntu.edu.sg/api/access/datafile/111094?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111333?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110336?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110316?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110307?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110357?gbrecs=true
S0023,Tampines Central Bus Interchange,F&E,3,1.3542075,103.9435079,1.3538826,103.9448375,20221206,1809,25,53,6,25,53,6,5,31,0,70.73,70.12,70.43570111,68.38,73.39,72.52,72.97675,71.27,6.946123,5.408235,https://youtu.be/1veOJzKazLU,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111190?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110493?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111201?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111182?gbrecs=true,https://youtu.be/8JkNPt2cNIk,https://researchdata.ntu.edu.sg/api/access/datafile/111357?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111349?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110294?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110203?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110383?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110243?gbrecs=true
S0024,Jalan Senyum,B&L,15,1.321819702,103.9144639,1.3221700,103.9143689,20221207,1701,31,14,16,13,3,7,9,14,0,56.86,57.93,57.42786986,54.16,58.64,59.95,59.34421,56.02,5.47083,3.701429,https://youtu.be/7ltPau9ZiSY,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111196?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110488?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111163?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111170?gbrecs=true,https://youtu.be/Fq6gP5N0ll0,https://researchdata.ntu.edu.sg/api/access/datafile/111057?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111335?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110334?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110344?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110337?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110235?gbrecs=true
S0025,Parkway Parade Shopping Mall,F&E,15,1.301498905,103.9049564,1.3017126,103.9057900,20221207,1855,31,56,14,13,38,27,9,19,0,67.88,67.34,67.61838752,64.22,65.46,64.8,65.14253,61.84,6.27109,4.191008,https://youtu.be/5LJmlCw_txk,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111177?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110517?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111175?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111189?gbrecs=true,https://youtu.be/wXtvEtq7n-A,https://researchdata.ntu.edu.sg/api/access/datafile/111060?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111344?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110226?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110244?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110274?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110319?gbrecs=true
S0026,Sembawang Park,C&T,15,1.45139051,103.840541,1.462196,103.836771,20221212,1131,28,20,10,28,20,10,26,24,0,57.16,54.87,56.16422048,52.94,62.45,59.17,61.11256,57.38,6.453413,4.362316,https://youtu.be/wfZP_CXCRaI,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111197?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110460?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111193?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111198?gbrecs=true,https://youtu.be/BWq6SnZjxNk,https://researchdata.ntu.edu.sg/api/access/datafile/111093?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111316?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110338?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110365?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110367?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110223?gbrecs=true
S0027,S-11 Yishun 744 Hawker Centre,C&R,7,1.429664842,103.834168,1.429337,103.834189,20221212,1321,28,24,13,23,52,7,4,32,0,65.05,63.53,64.356162,61.5,66,67.21,66.647,63.26,5.706199,4.06459,https://youtu.be/I7iSE_LJuD4,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111187?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110475?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111184?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111181?gbrecs=true,https://youtu.be/Gk_9U3hPPbk,https://researchdata.ntu.edu.sg/api/access/datafile/111105?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111311?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110330?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110304?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110255?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110237?gbrecs=true
S0028,Upper Seletar Resevoir,C&T,6,1.404355599,103.8036195,1.397272,103.802971,20221212,1615,27,26,1,23,43,7,5,15,0,53.87,52.92,53.42092441,51.76,55.16,55.46,55.31259,53.76,8.739882,7.147286,https://youtu.be/m4_cK8tyuPs,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111183?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110510?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111164?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111174?gbrecs=true,https://youtu.be/lqhIaWs57fw,https://researchdata.ntu.edu.sg/api/access/datafile/111077?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111348?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110192?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110229?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110153?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110342?gbrecs=true
S0029,Botanic Gardens Eco Lake,C&T,14,1.320559055,103.8162867,1.320611,103.816090,20221220,0912,29,46,11,22,19,1,0,37,0,56.85,55.45,56.20617075,52.79,59.84,59.52,59.68295,55.98,4.668285,3.093599,https://youtu.be/vFsPUWBGAwU,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111179?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110487?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111195?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111185?gbrecs=true,https://youtu.be/mFi9QBXmy7Q,https://researchdata.ntu.edu.sg/api/access/datafile/111065?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111309?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110351?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110378?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110158?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110310?gbrecs=true
S0030,Napier Road,B&L,2,1.305542629,103.8222091,1.306068,103.816902,20221220,1039,34,24,29,22,3,5,6,43,0,64.86,65.11,64.98679865,61.77,67.51,65.87,66.76696,63.28,5.768131,3.982861,https://youtu.be/6oPo8lPEyJk,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111169?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110476?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111176?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111172?gbrecs=true,https://youtu.be/6pRhpXTXLXE,https://researchdata.ntu.edu.sg/api/access/datafile/111071?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111325?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110309?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110194?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110300?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110341?gbrecs=true
S0031,Holland Village Market & Food Centre (Main entrance),F&E,12,1.311034361,103.7943141,1.311237,103.795134,20221220,1201,30,1,23,21,33,12,5,54,0,68.85,68.53,68.69294664,66.16,67.77,67.47,67.62259,64.87,5.823239,4.350281,https://youtu.be/x8cIDqrwVwI,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111186?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110490?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111194?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111192?gbrecs=true,https://youtu.be/bZiDoPMSk8Q,https://researchdata.ntu.edu.sg/api/access/datafile/111066?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111329?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110193?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110298?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110356?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110218?gbrecs=true
S0032,Raffles Marina,F&E,10,1.343433486,103.6351438,1.342688,103.634945,20221220,1331,31,8,8,22,30,9,19,4,0,57.56,60.22,59.09054629,56.54,57.17,59.93,58.76566,56.26,5.694212,4.24528,https://youtu.be/XurCYP3FtTE,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111219?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110477?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111222?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111212?gbrecs=true,https://youtu.be/0hNJU8dmS2c,https://researchdata.ntu.edu.sg/api/access/datafile/111062?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111302?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110358?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110335?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110209?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110172?gbrecs=true
S0033,Johor Straits Lighthouse,C&T,4,1.3444365,103.6339522,1.344109,103.633988,20221220,1442,24,29,12,9,18,21,4,2,0,50.27,51.49,50.92269947,49.58,48.14,51.15,49.90071,47.81,7.882405,6.545889,https://youtu.be/KfrL2Kvxuns,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111207?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110506?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111209?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111204?gbrecs=true,https://youtu.be/RCbKd-jWD-Q,https://researchdata.ntu.edu.sg/api/access/datafile/111063?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111296?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110204?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110326?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110287?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110191?gbrecs=true
S0034,Jurong West Street 93,F&E,7,1.3367679,103.6941672,1.337139,103.693877,20221220,1701,29,9,23,22,29,23,22,42,0,74.5,72.11,73.46737379,70.81,80.32,77.53,79.14529,76.79,5.956241,4.386353,https://youtu.be/gb2DliHYpZQ,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111218?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110484?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111203?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111205?gbrecs=true,https://youtu.be/7Tfik1aEBuI,https://researchdata.ntu.edu.sg/api/access/datafile/111092?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111308?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110228?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110312?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110267?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110385?gbrecs=true
S0035,Punggol Waterway Park,C&T,8,1.408367898,103.9072628,1.411475,103.902547,20221221,1052,28,41,5,22,8,21,0,53,0,54,54.38,54.19415484,50.63,55.6,56.72,56.196,51.94,4.865945,3.124669,https://youtu.be/e2iEJHBgO34,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111220?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110516?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111221?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111217?gbrecs=true,https://youtu.be/PRVl9MYWc9c,https://researchdata.ntu.edu.sg/api/access/datafile/111090?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111314?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110168?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110271?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110154?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110249?gbrecs=true
S0036,Compass One Shopping Mall,F&E,13,1.392070753,103.8956615,1.392516,103.895626,20221221,1225,32,26,4,32,26,4,10,25,0,69.64,69.98,69.81332639,67.34,68.93,70.47,69.76791,67.27,5.906052,4.442536,https://youtu.be/6bsW68KpdCo,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111224?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110483?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111210?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111213?gbrecs=true,https://youtu.be/Kg-AtRZHxv8,https://researchdata.ntu.edu.sg/api/access/datafile/111068?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111322?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110252?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110375?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110196?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110184?gbrecs=true
S0037,Sengkang Bus Interchange,C&R,14,1.391455032,103.8955306,1.391887,103.896710,20221221,1316,27,45,2,27,45,2,21,19,0,67.66,66.78,67.242251,64.09,73.38,70.7,72.24353,68.88,5.940806,4.13269,https://youtu.be/7KCWAXrXoIw,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111214?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110514?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111211?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111206?gbrecs=true,https://youtu.be/1eDmTY9omak,https://researchdata.ntu.edu.sg/api/access/datafile/111109?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111305?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110213?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110353?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110219?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110273?gbrecs=true
S0038,Sengkang Riverside Park,B&L,6,1.399313682,103.8852278,1.399461,103.883968,20221221,1437,27,20,16,27,20,16,20,58,0,57,55.14,56.16882345,53.73,58.39,55.25,57.09781,54.09,7.977718,5.910887,https://youtu.be/GRCwuf351Ls,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111223?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110465?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111202?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111216?gbrecs=true,https://youtu.be/S4o4Cgi_kss,https://researchdata.ntu.edu.sg/api/access/datafile/111072?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111321?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110276?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110379?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110303?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110261?gbrecs=true
S0039,Hougang Block 236,B&L,3,1.358085773,103.8887448,1.357766,103.888986,20221221,1600,28,23,18,13,12,7,0,38,0,55.28,55.35,55.31514103,52.66,57.69,57.69,57.69,55.23,5.28238,3.845026,https://youtu.be/JodTgtQck_I,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111215?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110471?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111225?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111208?gbrecs=true,https://youtu.be/zbrc7jcd1WM,https://researchdata.ntu.edu.sg/api/access/datafile/111100?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111352?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110253?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110173?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110331?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110207?gbrecs=true
S0040,Mandai Estate,B&L,7,1.407594732,103.7576143,1.407660,103.757744,20221222,1022,28,54,8,28,54,8,6,21,0,69.91,71.4,70.71858866,67.29,72.72,75.02,74.02051,70.66,5.956431,4.013809,https://youtu.be/tj2y6f0T5UU,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111233?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110464?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111245?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111241?gbrecs=true,https://youtu.be/z6YuOvP8zQE,https://researchdata.ntu.edu.sg/api/access/datafile/111061?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111337?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110314?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110296?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110186?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110388?gbrecs=true
S0041,Singapore Zoo (Inuka Cafe),F&E,1,1.404012379,103.7934915,1.404775,103.790638,20221222,1159,30,23,7,30,23,7,23,47,0,74.79,74.42,74.60893911,72.02,76.55,76.14,76.34984,73.73,6.639422,4.928143,https://youtu.be/1UDIybLh1MM,https://researchdata.ntu.edu.sg/api/access/datafile/109000?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/108999?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/109001?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/108998?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/109002?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/108997?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/108996?gbrecs=true,https://youtu.be/ZToKcxgITcA,https://researchdata.ntu.edu.sg/api/access/datafile/111108?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111354?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110251?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110286?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110190?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110170?gbrecs=true
S0042,Intersection of Woodlands Road & Choa Chu Kang Road,C&R,13,1.379686712,103.7606068,1.379660,103.760721,20221222,1313,29,59,23,23,40,0,28,42,0,73.58,73.44,73.51056411,70.62,77.89,77.26,77.58641,75.02,6.255146,4.484451,https://youtu.be/o9vxcPOsixA,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111253?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110512?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111244?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111240?gbrecs=true,https://youtu.be/sYzV4dL2wWY,https://researchdata.ntu.edu.sg/api/access/datafile/111054?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111334?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110232?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110247?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110332?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110328?gbrecs=true
S0043,The Grandstand Shopping Mall,B&L,13,1.336814235,103.7931607,1.336898,103.793471,20221222,1440,29,52,7,29,52,7,23,4,0,64.34,63.97,64.15893911,61.77,68.32,68.87,68.6037,65.66,5.78791,4.396174,https://youtu.be/1n6kXMJTeTA,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111242?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110485?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111235?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111239?gbrecs=true,https://youtu.be/qX6DEzL0qQg,https://researchdata.ntu.edu.sg/api/access/datafile/111085?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111342?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110163?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110202?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110195?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110323?gbrecs=true
S0044,Holland Village Market & Food Centre (Lorong Mambong),C&R,9,1.310991457,103.7947432,1.312114,103.794243,20221222,1559,30,3,18,23,52,1,17,19,0,69.41,70.43,69.94987655,66.83,70.49,72.56,71.64718,69.88,5.847596,4.083039,https://youtu.be/mTy1NPcUGGU,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111226?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110503?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111251?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111254?gbrecs=true,https://youtu.be/HWJr09vTaEc,https://researchdata.ntu.edu.sg/api/access/datafile/111098?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111301?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110381?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110210?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110299?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110179?gbrecs=true
S0045,VivoCity (Shopping Mall),F&E,5,1.263173177,103.8228356,1.2630914,103.8226696,20221224,1322,30,0,5,30,0,5,11,28,0,61.02,59.03,60.13799743,57.49,65.77,62.51,64.43896,61.71,6.371498,4.697229,https://youtu.be/ALLK-iVxQ4M,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111248?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110518?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111229?gbrecs=true,NIL,NIL,https://researchdata.ntu.edu.sg/api/access/datafile/111237?gbrecs=true,https://youtu.be/nRS28HiCCss,https://researchdata.ntu.edu.sg/api/access/datafile/111086?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/111356?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110324?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110370?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110254?gbrecs=true,https://researchdata.ntu.edu.sg/api/access/datafile/110390?gbrecs=true
